companyid,fyear,revt,roa,eps,pe_ratio,pb_ratio,gross_margin,cogs,asset_turnover,epspx,re,chech,che,ni,roe,invested_capital_2,revt-1,roa-1,revt-2,roa-2,revenue_growth,growth_revt,growth_roa,label_revt,label_roa
2,2021.0,1817.1,0.050003176821907365,1.0120141342756184,41.254364525139664,1.5157083846469623,0.17367082475475365,1364.6,1.0725465999870105,1.31,723.4,-364.5,60.2,35.8,0.03674055829228243,1352.3,1651.4,0.02325128271741248,2089.3,0.0021164021164021165,-0.20959172928732114,0.10033910621291015,1.1505556243768373,0,0
288,2021.0,29882.0,-0.02998480448944589,-14.296517989315827,-1.103065796285875,-1.4272228920926169,-0.2856895656688008,22290.0,0.2795929557476455,-18.36,-13767.0,109.0,7473.0,-8885.0,1.2938692296490462,53339.0,17337.0,-0.14328796284350406,45768.0,0.028102341861821818,-0.6211982170949135,0.7235969314183538,-0.7907374499964479,1,1
42430,2021.0,3803.835,0.028119518132389883,4.885693241516399,16.36410557269975,1.5992546023317997,0.39100558631183535,2184.452,0.1791661623898918,4.89,2962.31,49.685,59.968,550.559,0.09772942341559061,19641.868,3586.982,0.0274998712564536,3471.209,0.02913105712586666,0.033352356484441056,0.06045555846112416,0.02253271915921665,0,0
21314,2021.0,2677.92,0.15018057531288517,-0.9075941703704798,-59.35472236232001,3.69952826993437,0.951287030683069,121.032,1.8859780295186592,3.47,1236.378,-21.11,36.645,-61.465,-0.06232913107319883,1272.129,2484.595,-0.04665615103643226,3947.656,0.00954333191824853,-0.37061511945316417,0.07780946190425413,-4.218880511502419,0,0
44,2021.0,43075.0,0.0940342571413373,2.537784477453521,43.14393163515017,5.915445726573939,0.610032362459547,13496.0,0.47703589347742187,2.51,18681.0,2978.0,7148.0,4495.0,0.13710956564177648,61454.0,34608.0,0.061958978882946464,31904.0,0.054310840072473374,0.08475426278836509,0.2446544151641239,0.5176857145917104,1,1
72,2021.0,2025.204,0.03172646069019997,0.23444863336475025,102.79437185929649,0.6860220534971695,0.022700998217957003,999.212,3.4519475871662157,0.23,135.329,-70.19,52.065,0.995,0.006673731655622031,158.13100000000003,1022.422,0.003359364185463913,1811.247,0.024806403056443865,-0.4355148690377403,0.9807907106850203,8.44418614316408,1,1
105,2021.0,16434.0,0.254609871970368,2.056151940545004,44.60273493975904,19.02703614870653,0.46747925842466453,5199.0,1.0893773711225172,2.1,-4588.0,125.0,2290.0,2490.0,0.4265890011992462,6126.0,9763.0,0.2778397679089489,6731.0,0.05656934306569343,0.45045312732134896,0.683294069445867,-0.08360896682793649,1,1
132,2021.0,10323.0,0.07815199261333174,8.536447422596453,34.892735262627866,5.449769335585026,0.47234172284136705,4673.1,0.3518803265987246,8.59,12735.6,3004.3,6357.9,1886.7,0.15618636070133612,18264.4,8856.3,0.07496275105786995,8918.9,0.09291129083345652,-0.007018802767157426,0.16561092103926028,0.04254435050015365,1,1
42976,2021.0,6176.0,0.0342627768618737,-10.658680706499863,-4.878652567975831,2.1617590361445784,-0.21761076836791923,4342.0,0.25388010821586215,-10.72,3270.0,1154.0,3346.0,-1324.0,-0.4431057563587684,10592.0,3566.0,-0.09426171151929374,8781.0,0.05918571538520742,-0.5938959116273773,0.7319125070106562,-1.3634856222068565,1,1
185,2021.0,3925.3,0.25111694782161326,4.4699074074074066,12.745230450543762,2.560449438202247,0.2462971510091051,1796.3,0.8216575880852238,4.48,607.3,-8.7,19.7,193.1,0.20089471493965874,2597.8,2383.3,0.06657243328966421,2203.1,0.02906445490967878,0.08179383595842235,0.6470020559728108,2.7720860634457347,1,1
186,2021.0,206.148,0.09549809082843319,8.212061875856667,33.773491261117336,6.969642224496624,0.4248948704394249,120.76,0.14954299363737755,8.19,165.458,135.9,449.877,41.939,0.20636428051252778,918.9189999999999,209.979,0.02986814686305762,226.35,0.0474709425678639,-0.07232604373757447,-0.018244681611018325,2.197322259940736,0,0
192,2021.0,108.564,0.08046544803181778,3.157880688642733,9.063040317809147,0.991257597958778,0.300625898580648,64.697,0.21820930940210456,3.16,219.019,-4.151,3.163,23.662,0.1093736277450876,417.241,92.507,0.05581489702479377,122.251,0.09064228008471734,-0.24330271327023908,0.1735760537040439,0.4416482394668556,1,1
50556,2021.0,12001.005,0.032071103012441635,7.2469197350616055,83.3029786544018,0.9680998581498725,0.05060323570621362,8490.948,0.3091753693174649,7.14,6770.736,-387.656,2100.45,101.754,0.01162143147565249,26618.176,8943.519,0.00351761208642027,9025.716,0.03185109212210309,-0.00910697832725959,0.3418661043824024,8.117293841538702,1,1
247,2021.0,5109.1,0.17440953589346617,4.920289855072464,29.57142857142857,5.786177417030882,0.5910838275173584,1372.2,0.6571171206454266,4.84,4812.6,-284.6,974.8,814.8,0.19566783535853224,3905.0,3355.7,0.1595550942878963,3376.8,0.17637821307546078,-0.006248519308220908,0.5225139315195043,0.09309913714673987,1,1
282,2021.0,7473.0,0.02724835486229588,-10.075574956023193,-5.239403233107017,3.020028736489005,0.06513820441397043,4363.0,0.2479676956591042,-10.15,-625.0,194.0,1739.0,-3093.0,-0.5764070070816251,16882.0,4667.0,-0.1643377078794963,6495.0,-0.01873106234505555,-0.28144726712856044,0.6012427683736876,-1.1658070762571195,1,1
129270,2021.0,2709.732,0.02315647435999614,9.824556047422785,13.632168146176237,2.8674195714873205,0.2494952742700135,1664.275,0.14877548466869303,9.6,1835.492,290.693,728.523,386.164,0.21034215106066012,13584.897,2217.541,0.02590785751496868,2052.504,0.02676627608908509,0.08040763866964462,0.22195350615839787,-0.10619879136601262,1,1
345,2021.0,43663.0,0.04274773532469186,3.8944099378881987,31.0470653907496,4.234795945005221,0.16949063768495481,31713.0,0.19953806037613592,3.77,10942.0,8519.0,52668.0,3135.0,0.136399234249913,43653.0,38185.0,0.016382134850836352,47020.0,0.03408111092622566,-0.18789876648234793,0.14345947361529396,1.6094117594514534,0,0
346,2021.0,21037.0,0.027452996661207804,6.900097334985429,6.44483662201758,0.9175907917399206,0.22346467092229805,17639.0,0.13759495051064294,6.69,46918.0,245.0,7405.0,4778.0,0.14237611371018208,151530.0,22715.0,0.028942490580667047,22369.0,0.021627565982404694,0.015467834950154231,-0.07387189082104337,-0.05146391653157149,0,0
372,2021.0,52046.0,0.01574871836165016,-6.89912925189018,-5.487649037685061,0.49514376610956784,0.16110060427141473,36373.0,0.07392907869138131,-6.88,29015.0,-57.0,31987.0,-5944.0,-0.09022875965815079,,43358.0,-0.010135025687106659,49310.0,0.006376365547818933,-0.12070573920097344,0.2003782462290696,-2.553890325279096,1,1
10915,2021.0,4203.114,0.022328155576694122,17.387771041767397,5.5280231013572045,0.40016574717377873,0.15577158416084386,3201.651,0.1286963081585791,17.39,6410.318,-112.054,2463.028,467.505,0.07238858084285729,25429.499,3792.399,0.015864936032753022,4070.143,0.02169286015460197,-0.06823937144223191,0.10829952228127887,0.4073902050785354,0,0
35248,2021.0,127.553,0.06628464749656442,0.24614307884246722,84.0568018296452,5.555436837675973,0.5958099956915123,45.03,0.6288659211885502,0.25,-15.287,8.844,104.664,8.089,0.06609146097343759,70.76100000000001,111.408,0.0456600642368069,115.466,0.03935946010636745,-0.03514454471446134,0.14491777969266117,0.45169851607724837,0,0
17841,2021.0,556.872,0.02677624755099689,0.49389196720780276,31.42387613174124,1.327737514414974,0.41964316857930173,266.212,0.6742741730401459,0.52,278.86,9.342,15.923,15.242,0.042252505987758364,605.117,458.704,0.022405051940854896,468.186,0.0202970311805139,-0.020252634636661437,0.21401165021451732,0.1950986599665613,1,1
465,2021.0,5546.514,0.08321040844289974,3.7846728469236806,31.955205876857868,4.686055889168323,0.4058381565404098,2697.512,0.4383332321182666,3.8,6590.188,819.792,1212.822,872.439,0.1466445219356884,8784.291,4540.029,0.08423272333635498,5158.557,0.08748964783491064,-0.11990329853871913,0.22169131518763416,-0.012136790227866276,1,1
35964,2021.0,25979.0,0.09634594948091228,12.56095452187446,18.304341409691627,14.131441811031989,0.8930538074260541,2719.0,0.40388892419139605,12.4,-22393.0,229.0,10647.0,7264.0,0.7720267828674673,50880.0,25424.0,0.11539683548325602,23362.0,0.13134138375734838,0.08826299118226179,0.02182976714915041,-0.16509019439365827,0,0
484,2021.0,7318.286,0.026574292137633466,3.303952799166407,35.87520984861083,3.6502131865081897,0.726736623728194,1531.11,0.2609883838273035,3.31,6986.777,407.538,1055.86,1220.761,0.1017475075940088,20185.469999999998,5603.056,0.05686261933298594,5991.065,0.06371401268314651,-0.06476461196798901,0.3061240151802874,-0.5326579667036592,1,1
94459,2021.0,12612.05,0.02275793740680847,0.22977886392084398,106.66777431906617,0.8549914075503359,0.07231097373482592,7614.876,1.921395952970433,0.23,614.005,-25.772,29.123,7.71,0.008015461211301488,3285.315,8208.436,0.0018047241639457309,8170.191,0.004693210854040296,0.00468104111641942,0.5364741833888941,11.61020263454112,1,1
529,2021.0,1313.977,0.003926281419543331,0.6002955588395427,62.30264317180617,1.9517267552182163,0.26395666466792433,905.903,1.2124669613505676,0.59,329.216,32.325,48.15,15.436,0.031326548214593755,890.7450000000001,1230.774,0.015206398587723956,1387.439,0.05484011830032303,-0.1129166759763854,0.06760217554156994,-0.74180070337542,0,0
540,2021.0,23063.0,0.22799612778315587,3.9595185995623634,14.958889195910471,5.117812440915107,0.46924776188815254,9130.0,0.7695611327338612,3.95,26910.0,2337.0,5738.0,3619.0,0.3421251654377009,15491.0,17202.0,0.1619022055205118,14608.0,0.14224137931034483,0.1775739320920044,0.34071619579118706,0.4082336126932531,1,1
543,2021.0,272.69,0.016907406145670094,1.2553859783352799,5.568008660785885,0.850403541088978,0.21079827058947595,164.648,0.658473075721279,0.2,140.324,49.519,57.541,31.175,0.15273028346348683,244.84500000000003,208.626,0.09839568479293508,258.959,-0.049612516110649096,-0.19436667580582254,0.30707581988822097,-0.8281692313921062,1,1
549,2021.0,85249.0,0.04825780247969218,3.1870503597122304,15.817133182844241,1.4013980000000001,0.08294615802967913,59017.0,1.2943743840382953,3.16,17476.0,1656.0,6556.0,1772.0,0.0886,31991.0,64355.0,0.03564029847744323,64656.0,0.03134304611678069,-0.004655407077456075,0.3246678579752933,0.35402352228432016,1,1
73079,2021.0,3980.067,0.10106660936177625,2.800535686150937,15.236370745428976,1.3074041899943643,0.07256740527651022,2726.803,1.652698020469835,2.8,597.122,102.045,369.362,71.1,0.08580811085780353,1238.748,2940.163,0.039966093463323374,2988.31,0.02421561924095525,-0.016111782244813938,0.35368923423633314,1.5288088127633597,1,1
142233,2021.0,2111.0,0.03327283726557774,-8.327868852459016,-8.515984251968504,1.4249407114624506,0.3938091143594153,1410.0,0.33822887887160097,-8.1,2266.0,222.0,484.0,-508.0,-0.1673254281949934,6160.0,2326.0,-0.0738694198051476,2493.0,0.06964556612880982,-0.06698756518251103,-0.09243336199484092,-1.450427759597201,0,0
17719,2021.0,117.48,0.05592623200382759,0.18013468013468015,59.67757009345794,1.0260166302906955,0.4080132376134376,68.69,1.0048496185255429,0.18,49.701,7.19,11.439,1.284,0.01719266767537458,98.30000000000001,116.033,0.01111948247642306,133.446,0.015077487485428238,-0.1304872382836503,0.012470590263114827,4.0295714861199246,0,0
